jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-sc,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-sc/policy/cms/chip-state-plan/compiled/current-state-plan/page-15,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'hers and children as well as private providers. The Council coordinates policies and plans for programs such as Family Planning, WIC, Maternal and Chi' (candidate, needs reading)"
us-sd,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-sd/policy/cms/chip-state-plan/spa/sd-25-0004/approval-package/page-18,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'e referral procedures that the State uses to accomplish the coordination with Title V, WIC and MCH for both the Medicaid and SCHIP programs. The inter' (candidate, needs reading)"
us-tn,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-tn/policy/cms/chip-state-plan/compiled/factsheet/page-4,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'percent of the FPL but at or below 250 percent of the FPL. Coordination between SCHIP and Medicaid: • The State has enrollment screening processes th' (candidate, needs reading)"
us-tx,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-tx/manual/hhs/chip/texas-works-handbook-part-d/d-1720,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'tive October 1, 2015 CHIP The CHIP coverage start date is coordinated with the Medicaid end date, if applicable. D—1723.6 Good Cause Exemptions for' (candidate, needs reading)"
us-ut,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ut/manual/dhhs/chip/220-health-insurance-coverage/block-1,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'ices 220-8 Termination of Health Insurance Coverage 220-9 Coordination with the Federally Facilitated Marketplace Plans' (candidate, needs reading)"
us-va,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-va/policy/cms/chip-state-plan/spa/va-20-0015/approval-package/page-75,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'hould describe below how its Title XXI program will closely coordinate the enrollment with Medicaid because under Title XXI, children identified as Me' (candidate, needs reading)"
us-vt,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-vt/policy/cms/chip-state-plan/spa/vt-21-0001-chip/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-wa,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-wa/policy/cms/chip-state-plan/spa/wa-25-6000/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-wi,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/meh-release-26-03/page-120,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'ibility for providing Refugee Medical Assistance, they must coordinate with income maintenance agencies to ensure eligibility is determined for all ot' (candidate, needs reading)"
us-wv,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-166,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'e them for coverage for non-MAGI coverage groups. • Provide coordinated content in the notice including that the client’s account was transferred to t' (candidate, needs reading)"
us-wy,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-wy/policy/cms/chip-state-plan/spa/wy-21-0017/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us,C-457-90,federal_with_state_option,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/90,no,federal regulation text held (42 CFR 457.90)
us-ak,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ak/policy/cms/chip-state-plan/spa/ak-22-0001/approval-package/page-8,no,"weak (candidate) pattern matched; /outreach/: 'ombination of factors that need to be addressed by targeted outreach efforts designed for this population (See outreach information in Section 5).' (candidate, needs reading)"
us-al,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-al/policy/cms/chip-state-plan/spa/al-25-0034-jiy/approval-package/page-4,no,"weak (candidate) pattern matched; /outreach/: 'de coverage to enrollees (and not the date the State begins outreach or accepting applications). 1.4. Provide the effective (date costs begin to be i' (candidate, needs reading)"
us-ar,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ar/policy/cms/chip-state-plan/spa/ar-19-0011/approval-package/page-11,no,"weak (candidate) pattern matched; /outreach/: 'Enabling services, such as transportation, translation, and outreach services, may be offered only if designed to increase the accessibility of primar' (candidate, needs reading)"
us-az,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-az/policy/cms/chip-state-plan/spa/az-22-0007/approval-package/page-78,no,"weak (candidate) pattern matched; /outreach/: 'Enabling services (such as transportation, translation, and outreach services) (Section 2110(a)(27)) All printed materials are in English and Spanish.' (candidate, needs reading)"
us-ca,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ca/policy/cms/chip-state-plan/spa/ca-24-0012/approval-package/page-6,no,"weak (candidate) pattern matched; /outreach/: 'licable. (Section 2102(b)); (42 CFR 457.305 and 457.320) 5. Outreach- This section is designed for the State to fully explain its outreach activities.' (candidate, needs reading)"
us-co,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-co/policy/cms/chip-state-plan/spa/co-26-0045-chip/approval-package/page-7,no,"weak (candidate) pattern matched; /outreach/: 'ligibility criteria: Reach out and Read will conduct active outreach to pediatric clinics in rural underserved areas that provide primary care to chil' (candidate, needs reading)"
us-ct,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ct/policy/cms/chip-state-plan/spa/ct-23-0002-chip/approval-package/page-12,no,"weak (candidate) pattern matched; /outreach/: 'Health Plan - CHIP SPA – Amended 6/3016/2023 9 Section 5. Outreach and Coordination 5.2. (formerly 2.3) Describe how CHIP coordinates with other pu' (candidate, needs reading)"
us-dc,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-dc/policy/cms/chip-state-plan/compiled/factsheet/page-2,no,"weak (candidate) pattern matched; /outreach/: 'will be enrolled in the SCHIP Medicaid expansion program. Outreach Activities • An outreach contractor is employed to develop and disseminate writt' (candidate, needs reading)"
us-de,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-de/policy/cms/chip-state-plan/spa/de-24-0004/approval-package/page-7,no,"weak (candidate) pattern matched; /outreach/: 'de coverage to enrollees (and not the date the State begins outreach or accepting applications). 1.1. Provide the effective (date costs begin to be i' (candidate, needs reading)"
us-fl,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-fl/policy/cms/chip-state-plan/spa/fl-22-0034/approval-package/page-6,no,"weak (candidate) pattern matched; /outreach/: 'licable. (Section 2102(b)); (42 CFR 457.305 and 457.320) 5. Outreach- This section is designed for the State to fully explain its outreach activities.' (candidate, needs reading)"
us-ga,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ga/policy/cms/chip-state-plan/spa/ga-22-0032/approval-package/page-9,no,"weak (candidate) pattern matched; /outreach/: 'the completion of the screen and enroll process. Section 5. Outreach and Coordination 5.1. (formerly 2.2) Describe the current State efforts to provid' (candidate, needs reading)"
us-hi,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-hi/policy/cms/chip-state-plan/spa/hi-24-0004/approval-package/page-9,no,"weak (candidate) pattern matched; /outreach/: 'istration 1,200,000 Contractors/Brokers Claims Processing Outreach/marketing costs Health Services Initiatives Hearing Services 690,000 Vision Ser' (candidate, needs reading)"
us-ia,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ia/manual/hhs/chip/employees-manual-5-e/page-10,no,"weak (candidate) pattern matched; /outreach/: 'Third-party administration, • Health and dental coverage, • Outreach services, and • Quality performance measures. ♦ Developing administrative rules r' (candidate, needs reading)"
us-id,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-id/policy/cms/chip-state-plan/spa/id-23-0008/approval-package/page-8,no,"weak (candidate) pattern matched; /outreach/: '· simplify the application process, and · improve media and outreach approaches Submitted March 10, 2000 Approved March 1, 2001 Effective Date January' (candidate, needs reading)"
us-il,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-il/policy/cms/chip-state-plan/spa/il-18-0002/approval-package/page-6,no,"weak (candidate) pattern matched; /outreach/: 'licable. (Section 2102(b)); (42 CFR 457.305 and 457.320) 5. Outreach- This section is designed for the State to fully explain its outreach activities.' (candidate, needs reading)"
us-in,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-in/manual/fssa/medicaid/ihcppm-chapter-2800/page-17,no,"weak (candidate) pattern matched; /outreach/: 'parent of a Medicaid or CHIP eligible child, working in an outreach program funded under Section 2113 of the SSA- to assist families with children wh' (candidate, needs reading)"
us-ks,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ks/policy/cms/chip-state-plan/spa/ks-25-0014/approval-package/page-5,no,"weak (candidate) pattern matched; /outreach/: 'licable. (Section 2102(b)); (42 CFR 457.305 and 457.320) 5. Outreach- This section is designed for the State to fully explain its outreach activities.' (candidate, needs reading)"
us-ky,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ky/policy/cms/chip-state-plan/spa/ky-23-0002-chip/approval-package/page-5,no,"weak (candidate) pattern matched; /outreach/: 'licable. (Section 2102(b)); (42 CFR 457.305 and 457.320) 5. Outreach- This section is designed for the State to fully explain its outreach activities.' (candidate, needs reading)"
us-la,C-457-90,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/a-200/page-2,no,"weak (candidate) pattern matched; /outreach/: 'electronically. Application Center – A place that provides outreach to individuals and families by assisting in completing an initial application for' (candidate, needs reading)"
