jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,tanf-f-usc-601,federal,federal statute,EXTRACTABLE,,,no,42 U.S.C. 601 Purpose of Title IV-A; no individual entitlement: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions
us,tanf-f-usc-602,federal,federal statute,EXTRACTABLE,,,no,"42 U.S.C. 602 Eligible States; State plan contents (602(a)(1)-(7)), certifications, public comment, 3-year renewal: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions"
us-ct,tanf-s02,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,yes,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s03,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s04,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s05,state,state regulation/manual,EXTRACTABLE,,,yes,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s06,state,state regulation/manual,PRESENT,us-ct/policy/2026-07-02-ct-ssp-upm-and-standards,us-ct/policy/dss/program-standards/2026-01-01/page-1,yes,"heading='Page 1' | 2 body matches | 130,000 * as of 07/01/2022 the Min. CSPA in CT is $50,000 SSI Federal Payment Amounts eff. 1/1/2026 Couple SSI Individual $3,013 F95, F99, P95, P99 $100 ea"
us-ct,tanf-s07,state,state regulation/manual,PRESENT,us-ct/policy/2026-07-02-ct-ssp-upm-and-standards,us-ct/policy/dss/program-standards/2026-01-01/page-1,yes,heading='Page 1' | 7 body matches | DSS Program Standards Chart INCOME LIMITS & STANDARDS FOR DSS BENEFIT PROGRAMS As of 1/1/2026 MMNA Minimum CSPA
us-ct,tanf-s08,state,state regulation/manual,EXTRACTABLE,,,yes,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s09,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s10,state,state regulation/manual,EXTRACTABLE,,,yes,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-ct/policy/2026-07-02-ct-ssp-upm-and-standards,us-ct/policy/dss/program-standards/2026-01-01/page-1,yes,"heading='Page 1' | 3 body matches | 99 $100 each additional person $3,000 for 2 Categorically eligible No asset limit 2024 $154,140 $3,209 Lottery or Gambling winnings $4,500 / single gam"
us-ct,tanf-s12,state,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s13,state,state regulation/manual,EXTRACTABLE,,,yes,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s14,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s15,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s16,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s17,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s18,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s19,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s20,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s21,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s22,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s23,state,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s24,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s25,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s26,state,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s27,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s28,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s29,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s30,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)
us-ct,tanf-s31,state,state regulation/manual,EXTRACTABLE,,,yes,"single body mention only at us-ct/policy/2026-07-02-ct-ssp-upm-and-standards us-ct/policy/dss/program-standards/2026-01-01/page-1 ('art A (<30 qtrs) Part B premium (buy-in) $202.90 New Horizons $156.82 Unearned Income $562 Couple Community Shared AABD '), not enough for PRESENT; CT DSS Uniform Policy Manual: 13 UPM sections plus the 2026 standards chart are in the corpus (28 rows); the full UPM (TFA chapters 1000-8000) is posted by DSS (queue 'done' by pointer to a slice)"
us-ct,tanf-s32,federal_with_state_option,state TANF plan (state-published,REVIEW,,,no,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
us-dc,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-100,partial,heading='Page 100' | 7 body matches | Excluded Persons 1.5.4 MA AR: An individual is excluded from the AR assistance unit if: • she/he refuses to provide information needed to determine his/h
us-dc,tanf-s02,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"single body mention only at us-dc/manual/2026-09-10-tanf-state-policy-manual us-dc/manual/dhs/tanf/esa-policy-manual/page-259 ('NF FS Do not count the earns income of any household member: • who is under age 18, • who is an elementary or secondary '), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-dc,tanf-s03,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-104,no,heading='Page 104' | 6 body matches | e requirements (see Section 4.5.2: School Attendance in this Part); • caretaker relative of a foster child when the dependent child would be eligible except t
us-dc,tanf-s04,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-132,partial,heading='Page 132' | 15 body matches | Chapter 7 - Citizenship / Alienage INTRODUCTION 7.1 PRWORA narrowed the groups of immigrants eligible for various types of assis
us-dc,tanf-s05,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-325,yes,"heading='Page 325' | 5 body matches | 00 and also has earnings of $200 (after disregards) in the month. Its need standard is $712. Consequently, the group is ineligible for four months and $3"
us-dc,tanf-s06,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-462,yes,heading='Page 462' | 5 body matches | d. The household's net income must be at least $10 less than the TANF payment level for a family of the same size. Single Applicant/Recipient or Disabled
us-dc,tanf-s07,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-324,yes,heading='Page 324' | 13 body matches | The following groups are not subject to the Gross Income Test: Categorically eligible groups in which all group members receive TAN
us-dc,tanf-s08,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-298,yes,heading='Page 298' | 7 body matches | ssion of the treatment of the earnings of children who are students): Work Expense Deduction Disregard the first $160 of total gross earned income of each individ
us-dc,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-481,partial,"heading='Page 481' | 5 body matches | % of three daily meals) as part of the institution's normal services. IV-D Agency The entity responsible for establishing paternity, establishin"
us-dc,tanf-s10,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-294,yes,heading='Page 294' | 11 body matches | earned income disregard. Net Earned Income = $600 – $280 = $320. (2) Dependent Care Deduction Subtract the actual amount paid by the group out-of-pocket for the ca
us-dc,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-253,yes,heading='Page 253' | 8 body matches | exists when the group's countable assets are below the applicable MA asset limit for at least one day during the month being tested. TANF Determine as
us-dc,tanf-s12,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-483,partial,"heading='Page 483' | 2 body matches | arent An individual under the age of 18 who is the parent of a child. Motor Vehicle An automobile, passenger car, or other motor vehicle used to provide"
us-dc,tanf-s13,state,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-361,yes,"heading='Page 361' | 6 body matches | um monthly maintenance needs allowance is $2,898.00 for 2013. When a deficit remains after a community spouse's gross income is compared to the mi"
us-dc,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-200,no,heading='Page 200' | 11 body matches | 13.4 COUNTING MONTHS TOWARDS THE LIFETIME LIMIT The following months count towards the 60 month lifetime limit:  a
us-dc,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-204,partial,heading='Page 204' | 12 body matches | ms funded in whole or part through the Department. All hours spent in work activities must be documented and the documentation submitted to the Department
us-dc,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-206,no,"heading='Page 206' | 6 body matches | he 35 hours of work activities required for a two-parent household: • unsubsidized employment, meaning full or part-time employment in the public or Private sector"
us-dc,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-212,partial,"heading='Page 212' | 16 body matches | ncy received information about the exemption, and ending the date the sanction was lifted. The noncompliant individual is disqualified from the unit"
us-dc,tanf-s18,federal_with_state_option,state regulation/manual,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-208,no,heading='Page 208' | 2 body matches | ngle custodial parent or caretaker who personally provides care for a child under six who cannot obtain needed appropriate child care because it is unaffordable or not within reasonable distance of th
