jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-tn,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/admin-200-040/page-4,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'for and receiving TennCare Medicaid at the time of birth. • Deemed Newborns The effective date of eligibility is the application file date or the date'"
us-tx,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tx/manual/hhsc/medicaid/twh-a-130/block-22,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'At or below TP 40 FPL TP 36 MA Pregnant Women - Emergency 5 Newborn children of Medicaid-eligible mothers up to age 1, including mothers receiving TP'"
us-ut,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ut/manual/dhhs/chip/222-1-deemed-newborn/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '222-1 Deemed Newborn'"
us-va,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m01/page-32,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'pleted when the child turns one. Act on the enrollment of a deemed newborn within seven days when the birth is reported to the local DSS office or to'"
us-vt,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-2/9.03,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'criteria for at least one of the following coverage groups: Deemed newborn 45 45 42 CFR § 435.117. Eligibility Standards Part 2 – Page 21 (Sec.9.00, S'"
us-wa,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-wa/manual/hca/chip/apple-health-for-kids/wac-182-505-0210,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'enddown liability with expenses incurred by the date of the newborn's birth: Washington apple health for supplemental security income (SSI) recipients'"
us-wi,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/meh-release-26-03/page-65,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 't and postpartum individuals enrolled in BadgerCare Plus, • Continuously Eligible Newborns, • People in a four or twelve-month BadgerCare Plus Extensi'"
us-wv,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-184,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'age 151 Chapter 1 Application/Redetermination Process 1.10 CONTINUOUSLY ELIGIBLE NEWBORN (CEN) CHILDREN 1.10.1 APPLICATION FORM No application is req'"
us-wy,M-435-117,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov
us,M-435-118,state,federal regulation (eCFR),PRESENT,2026-06-25-title-42-part-435,us/regulation/42/435/118,"yes (categories/infant, young_child, older_child income_limit + age_range)",federal regulation text held (42 CFR 435.118)
us-ak,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/806-magi-medicaid-categories/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'oss Income Medicaid to authorize. Newborn Pregnant Women Children Under 19 years old Parent/Caretaker Relatives Under 21 Former Foster Care Exp'"
us-al,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-12-cms-medicaid-chip-bhp-eligibility-levels,us/form/cms/medicaid-chip-bhp-eligibility-levels/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)",state's own text not found (searched 4 provisions in Alabama's program and pointer scopes); carried only by the CMS Medicaid/CHIP/BHP eligibility-levels compilation (state decisions as of 2023-12-01; stale for 2026)
us-ar,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/appendices/page-28,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'n a spouse or a biological, adopted or step-parent? Is FeFe under age 19 living with both parents but the parents do not expect to file a joint tax re'"
us-az,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-az/manual/ahcccs/medicaid/policy-chapter-600-income-eligibility-ma0615/block-13,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: '11) Child Age 1 through 5 Group Income Limits'"
us-ca,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-12-cms-medicaid-chip-bhp-eligibility-levels,us/form/cms/medicaid-chip-bhp-eligibility-levels/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)",state's own text not found (searched 0 provisions in California's program and pointer scopes); carried only by the CMS Medicaid/CHIP/BHP eligibility-levels compilation (state decisions as of 2023-12-01; stale for 2026)
us-co,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-co/manual/hcpf/medicaid/10-ccr-2505-10-8-100/page-85,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'fied hospital presumptive eligibility site. c. An applicant aged 19-65, an applicant who is a parent or caretaker relative of dependent children, or a'"
us-ct,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ct/manual/dss/chip/husky-b/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'pplicable premiums. Who is eligible? Uninsured Connecticut children under age 19 who are not eligible for HUSKY A due to income may be eligible for H'"
us-dc,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-12-cms-medicaid-chip-bhp-eligibility-levels,us/form/cms/medicaid-chip-bhp-eligibility-levels/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)",state's own text not found (searched 23 provisions in District of Columbia's program and pointer scopes); carried only by the CMS Medicaid/CHIP/BHP eligibility-levels compilation (state decisions as of 2023-12-01; stale for 2026)
us-de,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-15000/page-6,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'ection 14000. 15300.2 Technical Eligibility A child must be under age 19. 15300.3 Financial Eligibility Financial eligibility is determined using the'"
us-fl,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/appendix-a-7-family-related-medicaid-income-limit-chart/page-1,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'l 2026 April 2026 April 2026 January 2014 April 2026 Notes *Children aged 6 through 18 do not receive the standard disregard. They do get the 5% MAGI'"
us-ga,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2069/block-4,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'or Medicare prior to an ELE determination. If a child(ren) under 19 Medical Assistance application is received and there is no active SNAP, TANF, CC,'"
us-hi,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-12-cms-medicaid-chip-bhp-eligibility-levels,us/form/cms/medicaid-chip-bhp-eligibility-levels/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)",state's own text not found (searched 786 provisions in Hawaii's program and pointer scopes); carried only by the CMS Medicaid/CHIP/BHP eligibility-levels compilation (state decisions as of 2023-12-01; stale for 2026)
us-ia,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ia/manual/hhs/chip/employees-manual-5-e/page-7,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'vide health care coverage to uninsured targeted low- income children. “Targeted low-income children” are those who are under 19 years of age, who resi'"
us-id,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-12-cms-medicaid-chip-bhp-eligibility-levels,us/form/cms/medicaid-chip-bhp-eligibility-levels/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)",state's own text not found (searched 357 provisions in Idaho's program and pointer scopes); carried only by the CMS Medicaid/CHIP/BHP eligibility-levels compilation (state decisions as of 2023-12-01; stale for 2026)
us-il,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/12288/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'All Kids Assist is a medical program for children under age 19 with higher income limits than those for adults. Income level for the All Kids Assist p'"
us-in,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-in/manual/fssa/chip/ihcppm-chapter-1600/1620.65.00,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: '1620.65.00 CHILDREN AGE 1 - 5 (MED 3)'"
us-ks,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/kfmam-05000/block-1,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'non-filer rules as defined in 3120 , the income of a child (under age 19) will be excluded when their income is below the MAGI Income Threshold and th'"
us-ky,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-88,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'ial eligibility determination for a blind or disabled child under age 19 and living with parents. Please note: children living with parents but receiv'"
us-la,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/a-100/page-6,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'al Abbreviations/Acronyms/Definitions Issued May 27, 2022 Page 6 of A-100 Replacing January 28, 2022 Revised/added text indicated by underscore Delet'"
us-ma,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-505/page-14,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'in 501.001: Continuous Eligibility (CE), will be granted to children under age 19. Childre in a CE period will receive 12 months of continuous coverag'"
us-md,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-7,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 'ted when determining financial eligibility; To be eligible, children must be under age 19 and have a family income at or below 200% of the FPL for fre'"
us-me,M-435-118,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-2/section-13,"yes (categories/infant, young_child, older_child income_limit + age_range)","strong pattern /(infants?|children).{0,60}under (age )?19|under (a/ matched: 't day of the month in which the child reaches age one. II. Children Under Age 19 Any categorically eligible child is continuously eligible for full'"
