jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note,element_label,rulespec_encoded
us-ga,S17,state,state statute,EXTRACTABLE,,,no,"no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",Military pay and military retirement subtraction,yes (1 income-tax files)
us-ga,S18,state,state statute,N/A,,,no,"N/A: capital gains taxed as ordinary income with no state exclusion (analyst knowledge, verify)","Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (1 income-tax files)
us-ga,S19,state,state statute,N/A,,,no,"N/A: no state EITC in TY2025 law (analyst knowledge, verify)","State EITC: percentage of the federal credit or own schedule, and refundability",yes (1 income-tax files)
us-ga,S20,state,state statute,N/A,,,no,"N/A: no state EITC in TY2025 law (analyst knowledge, verify)","State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (1 income-tax files)
us-ga,S21,state,state statute,EXTRACTABLE,,,"yes (credits/ctc, income/credits/ctc)","no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",State child tax credit / dependent credit / young child credit amount,yes (1 income-tax files)
us-ga,S22,state,state statute,EXTRACTABLE,,,"yes (credits/ctc, income/credits/ctc)","no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",State child credit phase-out / income limit and refundability,yes (1 income-tax files)
us-ga,S23,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-40.6,"yes (credits/cdcc, income/credits/cdcc)","statute body ('Tax credits for employers providing child care.', 10699 chars): '. The aggregate amount of the credit shall equal 100 percent of the cost of all qualified child care property purchased or acquired by the taxpayer and first placed in service duri'",Child and dependent care credit: percentage of the federal credit or own schedule,yes (1 income-tax files)
us-ga,S24,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-28,no,"statute body ('Reciprocity.', 3057 chars): 'onality, construction, and application of statutory provisions allowing credit for income tax paid to another state or country, 134 A.L.R. 1433; 12 A.L.R.2d 359. What constitutes d'","Credit for income taxes paid to other states (resident credit, limitation)",yes (1 income-tax files)
us-ga,S25,state,state statute,EXTRACTABLE,,,"yes (credits, income/credits)","no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)","Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (1 income-tax files)
us-ga,S26,state,state statute,N/A,,,no,"N/A: no property-tax circuit breaker or renter credit on the income tax return (analyst knowledge, verify)","Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (1 income-tax files)
us-ga,S27,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-29.15,"yes (credits, income/credits)","statute body ('Tax credits for the adoption of foster children.', 2661 chars): 'Children Services of the Department of Human Services. (b) A taxpayer shall be allowed a credit against the tax imposed by Code Section 48-7-20 for the adoption of a qualified fost'","Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (1 income-tax files)
us-ga,S28,state,state statute,N/A,,,no,"N/A: no state AMT (analyst knowledge, verify)","State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (1 income-tax files)
us-ga,S29,state,state statute or bulletin,N/A,,,no,"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (1 income-tax files)
us-ga,S30,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-30,no,"statute body ('Taxation of nonresident’s entire net income derived from act', 7987 chars): '(a) The tax imposed by this chapter shall apply to the entire net income of a taxable nonresident derived from employment, trade, business, professional, or other activity for fina'","Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (1 income-tax files)
us-ga,S31,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-101,no,"statute body ('Collection of income tax at source; withholding.', 14498 chars): 'or since January 1 of the year, whichever is later. (c) Requirement of withholding. Every employer making payments of wages shall deduct and withhold from the wages a tax computed '",Employer withholding requirement and withholding tables/formula,yes (1 income-tax files)
us-ga,S32,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-120,no,"statute body ('Failure by taxpayer to pay estimated income tax.', 6837 chars): 'ng) of the tax for the year; (2) The amount of the installment required to be paid if the estimated tax were equal to 100 percent of the tax shown on the return for the preceding t'","Individual estimated tax requirement, safe harbor and underpayment interest",yes (1 income-tax files)
us-ga,S33,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-51,no,"statute body ('Corporation returns; contents; consolidated returns of two o', 3247 chars): 'Every corporation subject to taxation under this chapter shall make a return stating specifically the items of its gross income and the deductions and credits allowed by this chapt'","Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (1 income-tax files)
us-ga,S34,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-56,no,"statute body ('Time and place of filing returns; extensions; tentative retu', 4680 chars): 'ther than corporations and partnerships shall be filed with the commissioner on or before April 15 in each year except that, in the case of taxpayers using a fiscal year, the retur'","Return due date, extensions, joint return liability and innocent spouse",yes (1 income-tax files)
us-ga,S35,state,state statute,N/A,,,no,"N/A: no local income tax authorized by the state code (analyst knowledge, verify)","Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (1 income-tax files)
us-ga,R01,state,state regulation,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (1 income-tax files)
us-ga,F01,state,state form instructions and rate schedules,PRESENT,2026-07-21-ga-it-511-2025,us-ga/form/it-511/2025/document-1,n/a (document carrier; see the rule elements it carries),"form body ('2025 IT-511 Individual Income Tax Booklet 1', 168916 chars): 'eturn on behalf of a taxpayer who dies during the taxable year. When filing, use the same filing status that was used on the Federal income tax return. The due date for filing is t'",Tax year 2025 resident individual income tax return form,yes (1 income-tax files)
us-ga,F02,state,state form instructions and rate schedules,PRESENT,2026-07-21-ga-it-511-2025,us-ga/form/it-511/2025/document-1,n/a (document carrier; see the rule elements it carries),"form body ('2025 IT-511 Individual Income Tax Booklet 1', 168916 chars): 'r return by certified mail delays the processing of your return and refund 8 2025 IT-511 Instructions Booklet 2025 Income Tax Changes: Effective January 1, 2025, the income tax rat'","Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (1 income-tax files)
us-ga,F03,state,state form instructions and rate schedules,PRESENT,2026-07-21-ga-it-511-2025,us-ga/form/it-511/2025/document-1,"yes (income/main, main)","form body ('2025 IT-511 Individual Income Tax Booklet 1', 168916 chars): '2025 IT-511 Instructions Booklet 2025 Income Tax Changes: Effective January 1, 2025, the income tax rate is 5.19%. Form 500EZ has been discontinued and is no longer accepted for ta'","Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (1 income-tax files)
us-ga,F04,state,state form instructions and rate schedules,PRESENT,2026-07-21-ga-it-511-2025,us-ga/form/it-511/2025/document-1,"yes (deductions/standard, income/deductions, income/deductions/standard)","form body ('2025 IT-511 Individual Income Tax Booklet 1', 168916 chars): 'e and cannot exceed 100%)....escseeeseeeeee 9. 71 8].1918] % (See IT-511 Tax Booklet) 10. Standard Deduction [X] itemized] oiececccccccecccccccsescccsssssssssssessesessesessssseese'",Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (1 income-tax files)
