jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-ny,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-oh,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-ok,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-or,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-pa,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-ri,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-sc,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-sd,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-tn,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-tx,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-ut,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-va,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-vt,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-wa,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-wi,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-wv,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us-wy,C-457-130,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/130,no,federal-only element (42 CFR 457.130); carried at the us row and inherited
us,C-457-135,federal_only,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/135,no,federal regulation text held (42 CFR 457.135)
us-ak,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-al,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ar,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-az,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ca,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-co,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ct,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-dc,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-de,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-fl,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ga,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-hi,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ia,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-id,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-il,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-in,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ks,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ky,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-la,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ma,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-md,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-me,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-mi,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-mn,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-mo,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ms,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-mt,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-nc,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-nd,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ne,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-nh,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-nj,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-nm,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-nv,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ny,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-oh,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ok,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-or,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-pa,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ri,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-sc,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-sd,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-tn,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-tx,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-ut,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-va,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-vt,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-wa,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-wi,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-wv,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us-wy,C-457-135,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/135,no,federal-only element (42 CFR 457.135); carried at the us row and inherited
us,C-457-140,federal_only,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/140,no,federal regulation text held (42 CFR 457.140)
us-ak,C-457-140,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/140,no,federal-only element (42 CFR 457.140); carried at the us row and inherited
us-al,C-457-140,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/140,no,federal-only element (42 CFR 457.140); carried at the us row and inherited
us-ar,C-457-140,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/140,no,federal-only element (42 CFR 457.140); carried at the us row and inherited
us-az,C-457-140,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/140,no,federal-only element (42 CFR 457.140); carried at the us row and inherited
us-ca,C-457-140,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/140,no,federal-only element (42 CFR 457.140); carried at the us row and inherited
us-co,C-457-140,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/140,no,federal-only element (42 CFR 457.140); carried at the us row and inherited
